,BLU,Huawei,LG,Vodafone,Icemobile,Xiaomi,Motorola,Vertu,Yezz,iNQ,Mitac,O2,Casio,Neonode,Orange,Acer,Pantech,Cat,alcatel,Prestigio,verykool,Karbonn,Lenovo,OnePlus,Nvidia,Meizu,Jolla,Amazon,Coolpad,Dell,ZTE,HP,Nokia,Celkon,Kyocera,Microsoft,BenQ,VK Mobile,T-Mobile,Garmin-Asus,Asus,Wiko,Sonim,Sagem,Qtek,Intex,Panasonic,Palm,Google,QMobile,vivo,LeEco,Eten,NIU,Sharp,BlackBerry,YU,Gionee,Gigabyte,Archos,i-mate,Micromax,HTC,Samsung,Oppo,Yota,Apple,Allview,XOLO,Lava,Spice,Philips,BQ,NEC,Toshiba,Sony,Sony Ericsson,2G,3G,4G,CPU,Chipset,EDGE,GPRS,GPS,GPU,NFC,OS,Price,RAM,SIM,Thickness,audio_jack,battery,display_size,internal_memory,loud_speaker,memory_card,primary_camera,radio,screen_to_body_ratio,secondary_camera,weight_g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 1.3 GHz Cortex-A53,Mediatek MT8735,Yes,Yes,Yes,Mali-T720MP2,,Android 6.0,188.70000000000002,2.0,Dual,0.37,Yes,3400.0,7.0,32.0,Yes,Yes,13,Yes,69.8,2,260
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Yes,Yes,Yes,Mali-T720MP3,,Android 6.0,277.5,3.0,Dual,0.33,Yes,4080.0,5.5,32.0,Yes,Yes,13,Yes,71.7,5,169
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 1.25 GHz Cortex-A53,Mediatek MT6737,Yes,Yes,Yes,Mali-T720MP2,,Android 6.0,133.20000000000002,1.0,Dual,,Yes,2000.0,5.0,8.0,Yes,Yes,8,Yes,,2,
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Quad-core 1.3 GHz Cortex-A53,Mediatek MT8163A,No,No,,Mali-T720 MP2,,Android 6.0,255.3,2.0,No,0.35,Yes,,10.1,64.0,Yes,Yes,5,No,68.4,2,
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Yes,Yes,Yes,Mali-T720MP4,,Android 5.1,255.3,3.0,Triple,0.33,Yes,4020.0,5.5,32.0,Yes,Yes,13,Yes,69.0,13,166
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Yes,Yes,Yes,Mali-T720MP2,,Android 6.0,222.00000000000003,2.0,Dual,0.39,Yes,5000.0,5.5,16.0,Yes,Yes,13,Yes,70.3,5,
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 1.3 GHz - Z525,Mediatek MT6580 - Z525,Yes,Yes,Yes,Mali-400MP2 - Z525,,Android 6.0,122.10000000000001,1.0,Dual,0.33,Yes,2000.0,5.0,8.0,Yes,Yes,8,Yes,66.4,5,125
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Quad-core 1.6 GHz,Intel Atom x7-Z8700,No,No,,,,Android 5.0,388.50000000000006,2.0,No,0.34,Yes,4420.0,8.0,64.0,Yes,Yes,5,No,67.1,2,353.8
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Qualcomm MSM8992 Snapdragon 808,Yes,Yes,Yes,Adreno 418,,Windows,244.20000000000002,3.0,Dual,0.33,Yes,2870.0,5.5,32.0,Yes,Yes,21,Yes,70.2,8,150
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Yes,Yes,Yes,Adreno 304,,Android 5.1,122.10000000000001,1.0,Dual,0.38,Yes,2000.0,4.5,8.0,Yes,Yes,5,Yes,61.7,5,142
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.0 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Yes,Yes,Yes,Adreno 304,,Android 5.1,99.9,1.0,Dual,0.38,Yes,2000.0,4.5,8.0,Yes,Yes,5,Yes,61.7,2,142
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Yes,Yes,Yes,Mali-T720MP2,,Android 5.1,222.00000000000003,1.0,Dual,0.35,Yes,4000.0,5.5,8.0,Yes,Yes,8,Yes,68.8,8,165
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Yes,Yes,Yes,Mali-T720MP2,,Android 5.1,166.50000000000003,1.0,Dual,0.35,Yes,2420.0,5.0,8.0,Yes,Yes,8,Yes,68.1,8,145
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Quad-core 1.33 GHz,Intel Atom Z3735F,No,No,Yes,,Yes,Android 5.0,277.5,2.0,No,0.38,Yes,5910.0,10.1,64.0,Yes,Yes,5,No,64.6,2,540
14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Quad-core 1.33 GHz,Intel Atom Z3735G,No,No,Yes,,,Android 5.0,199.8,1.0,No,0.37,Yes,4550.0,8.0,32.0,Yes,Yes,5,No,67.9,,355
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Quad-core 1.3 GHz Cortex-A7,Mediatek MT8127,No,No,Yes,Mali-450MP4,,Android 4.4,210.9,1.0,No,0.40,Yes,5910.0,10.1,16.0,Yes,Yes,5,No,67.8,2,508
16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Quad-core 1.5 GHz Cortex-A7,Mediatek MT8127,No,No,Yes,Mali-450MP4,,Android 4.4,255.3,2.0,No,0.40,Yes,5910.0,10.1,32.0,Yes,Yes,5,No,67.8,2,508
17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 1.5 GHz Cortex-A53,Mediatek MT6732,Yes,Yes,Yes,Mali-T760MP2,,Android 5.0,222.00000000000003,1.0,Dual,0.31,Yes,2300.0,5.0,8.0,Yes,Yes,13,Yes,68.8,5,110
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Yes,Yes,Yes,Mali-400MP2,,Android 4.4.2,144.3,1.0,Dual,0.25,Yes,2000.0,5.0,8.0,Yes,Yes,8,Yes,57.1,2,118
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Dual-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 200,Yes,Yes,Yes,Adreno 302,,Android 5.0,99.9,1.0,Dual,0.38,Yes,1300.0,4.0,8.0,Yes,Yes,5,Yes,56.8,2,120
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Dual-core 1.2 GHz Cortex-A7,Qualcomm MSM8210 Snapdragon 200,Yes,Yes,Yes,Adreno 302,,Windows,88.80000000000001,0.5,Dual,0.38,Yes,1300.0,4.0,4.0,Yes,Yes,5,Yes,57.0,2,119
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 1.3 GHz Cortex-A53,Mediatek MT6732M,Yes,Yes,Yes,Mali-T760MP2,,Android 4.4.4,144.3,1.0,Dual,0.39,Yes,2000.0,4.5,8.0,Yes,Yes,5,Yes,61.5,2,145
22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Octa-core 1.5 GHz Cortex-A53,Mediatek MT6752M,Yes,Yes,Yes,Mali-T760MP2,,Android 4.4.4,222.00000000000003,2.0,Dual,0.31,Yes,2300.0,5.0,16.0,Yes,Yes,13,Yes,69.8,5,116
23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Yes,Yes,Yes,Mali-400MP2,,Android 4.4.2,166.50000000000003,1.0,Dual,0.35,Yes,2000.0,5.0,4.0,Yes,Yes,8,Yes,65.1,2,150
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Yes,Yes,Yes,Mali-450MP4,,Android 4.4.2,288.6,2.0,Single,0.33,Yes,2700.0,5.7,16.0,Yes,Yes,13,Yes,72.7,2,164
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Yes,Yes,Yes,Mali-400MP2,,Android 4.4.2,199.8,1.0,Dual,0.30,Yes,2100.0,5.0,8.0,Yes,Yes,13,Yes,71.1,2,110
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.2 GHz Cortex-A7,Mediatek MT6582,Yes,Yes,Yes,Mali-400MP2,,Android 4.4.2,222.00000000000003,2.0,Triple,0.39,Yes,3500.0,5.0,16.0,Yes,Yes,8,Yes,64.1,2,155
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 1.2 GHz Cortex-A7,Qualcomm MSM8926 Snapdragon 400,Yes,Yes,Yes,Adreno 305,,Android 4.4.2,222.00000000000003,1.0,Single,0.37,Yes,2500.0,5.0,4.0,Yes,Yes,8,,65.1,2,155
28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Dual-core 1.0 GHz Cortex-A7,Mediatek MT6572M,Yes,Yes,Yes,Mali-400,,Android 4.4.2,99.9,0.5,Dual,0.41,Yes,1300.0,4.0,4.0,Yes,Yes,2,Yes,55.6,,130
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Quad-core 1.86 GHz,Intel Atom Z3745,No,No,Yes,Intel Gen 7 (Ivy Bridge),,Android 4.4.2,222.00000000000003,2.0,No,0.33,Yes,4600.0,8.0,32.0,Yes,Yes,5,No,66.4,2,360
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core,,Yes,Yes,Yes,,,Android 4.2.2,122.10000000000001,1.0,Single,8.9,Yes,,7.0,16.0,Yes,Yes,2,No,64.5,,298
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core,,Yes,Yes,Yes,,,Android 4.4.2,166.50000000000003,1.0,Single,8.9,Yes,,7.0,16.0,Yes,Yes,5,No,66.4,,298
32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Dual-core 1.6 GHz,Intel Atom Z2560,No,No,No,PowerVR SGX544MP2,,Android 4.2.2,99.9,1.0,No,8.9,Yes,3700.0,7.0,8.0,Yes,Yes,5,No,66.4,,
33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,Yes,Yes,Yes,PowerVR SGX544,,Android 4.2.2,266.40000000000003,2.0,Dual,0.35,Yes,,4.7,16.0,Yes,Yes,13,,64.0,2,
34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,Yes,Yes,Yes,PowerVR SGX544,,Android 4.2.2,222.00000000000003,1.0,Dual,0.35,Yes,,4.7,4.0,Yes,Yes,13,,65.8,2,134
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Yes,Yes,No,Mali-400,,Android 4.2.2,111.00000000000001,0.5,Dual,0.38,Yes,1630.0,4.0,4.0,Yes,Yes,5,No,57.4,1,122
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Dual-core 1.3 GHz Cortex-A7,Mediatek MT8312,Yes,Yes,Yes,Mali-400,,Android 4.2,144.3,1.0,Single,0.45,Yes,2955.0,7.0,16.0,Yes,Yes,,No,56.7,,323
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Dual-core 1.3 GHz,Mediatek MT8111,No,No,Yes,PowerVR SGX531,,Android 4.2,111.00000000000001,1.0,No,0.40,Yes,2955.0,7.0,16.0,Yes,Yes,,No,57.1,,315
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Dual-core 1.6 GHz,Intel Atom Z2560,No,No,Yes,PowerVR SGX544MP2,,Android 4.2,144.3,1.0,No,0.32,Yes,4000.0,7.9,16.0,Yes,Yes,5,No,68.8,2,380
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Yes,Yes,Yes,Mali-400,,Android 4.2,188.70000000000002,0.5,Dual,0.35,Yes,2000.0,5.0,4.0,Yes,Yes,5,Yes,64.4,,150
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Quad-core 2.2 GHz Krait 400,Qualcomm MSM8974 Snapdragon 800,Yes,Yes,Yes,Adreno 330,Yes,Android 4.2.2,377.40000000000003,2.0,Single,0.35,Yes,3300.0,6.0,16.0,Yes,Yes,13,Yes,69.0,2,229
41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Dual-core 1.0 GHz Cortex-A7,Mediatek MT6572,Yes,Yes,Yes,Mali-400,,Android 4.2,111.00000000000001,0.5,Dual,0.41,Yes,1500.0,3.5,4.0,Yes,Yes,3,Yes,55.8,,120
42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.5 GHz Cortex-A7,Mediatek MT6589,Yes,Yes,Yes,PowerVR SGX544,,Android 4.2,355.20000000000005,1.0,Dual,0.38,Yes,2400.0,5.7,8.0,Yes,Yes,8,Yes,66.2,2,195
43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.2 GHz Cortex-A7,Mediatek MT8125T - Wi-Fi,Yes,Yes,Yes,PowerVR SGX544,,Android 4.2.2,210.9,1.0,Single,0.40,Yes,7300.0,10.1,32.0,Yes,Yes,5,No,65.0,,560
44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.2 GHz Cortex-A7,Mediatek MT8389W,Yes,Yes,Yes,PowerVR SGX544,,Android 4.2,166.50000000000003,1.0,Single,0.44,Yes,4960.0,7.9,8.0,Yes,Yes,5,No,63.6,,430
45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,No,No,Quad-core 1.2 GHz,Mediatek MT8125,No,No,Yes,PowerVR SGX544,,Android 4.2.2,133.20000000000002,1.0,No,0.44,Yes,4960.0,7.9,16.0,Yes,Yes,5,No,63.6,,410
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,Yes,Yes,Yes,PowerVR SGX544,,Android 4.2.1,199.8,1.0,Dual,0.39,Yes,2000.0,4.5,4.0,Yes,Yes,8,Yes,62.7,2,140
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,No,1.0 GHz Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Yes,Yes,Yes,Adreno 200,,Android 4.1.1,111.00000000000001,0.5,Dual,0.48,Yes,1300.0,3.5,4.0,Yes,Yes,3,Yes,53.1,,110
